,year,name,value,lastValue,rank
38,2006.7,Am I good?,8437.0,8409.0,39
39,2006.7,What is KPI?,8428.0,8403.0,40
40,2006.7,Getting swole,8390.0,8366.0,41
41,2006.7,Travel,8294.0,8220.0,42
42,2006.7,Brexit,8272.0,8237.0,43
43,2006.7,"Oh no, THIS is grown up",8182.0,8129.0,44
44,2006.7,Hreflang,8135.0,8105.0,45
45,2006.7,Jupyter,7989.0,7911.0,46
0,2006.8,Need a nap,16943593.0,16616373.0,1
1,2006.8,Eugh these clothes,6019179.0,5880705.0,2
2,2006.8,Food/drink,5108194.0,20023718.0,3
3,2006.8,Why does my skin hate me?,4534439.0,5347272.0,4
4,2006.8,Harry Potter,4078984.0,5226144.0,5
5,2006.8,Oversized t-shirts,3652747.0,3652743.0,6
6,2006.8,Exams,3618655.0,3478523.0,7
7,2006.8,Women (fearful),3581551.0,3398320.0,8
8,2006.8,Not learning languages,3510022.0,3352645.0,9
9,2006.8,Women (interested),3210662.0,1839264.0,10
10,2006.8,Using chopsticks,3149007.0,3148907.0,11
11,2006.8,Who the f**k is this?,3104376.0,3104302.0,12
12,2006.8,Chewing,2767649.0,2767577.0,13
13,2006.8,I know pretty much everything,2331693.0,3186960.0,14
14,2006.8,Trampolines,2233445.0,2233358.0,15
15,2006.8,Tying my shoes,2138108.0,2138084.0,16
16,2006.8,Cartoons,2043522.0,2043451.0,17
17,2006.8,Loud noises,1906029.0,1906025.0,18
18,2006.8,Teeth are the worst,1839824.0,1839806.0,19
19,2006.8,The dark?,1551458.0,1551364.0,20
20,2006.8,Games,1463371.0,1491168.0,21
21,2006.8,Bored. I might make noise,1148196.0,1148137.0,22
22,2006.8,I'm going to be sick,1122419.0,1122346.0,23
23,2006.8,RUNNING,936383.0,936364.0,24
24,2006.8,Rap,816270.0,707952.0,25
25,2006.8,What colour is that?,736150.0,736101.0,26
26,2006.8,Have I pooped myself?,704878.0,704792.0,27
27,2006.8,"No, don't carry me there",688103.0,688031.0,28
28,2006.8,Walking,412706.0,412655.0,29
29,2006.8,Bugs,318407.0,318386.0,30
30,2006.8,My toy,307245.0,307221.0,31
31,2006.8,What is that smell?,263776.0,263772.0,32
32,2006.8,Who the frick is this?,167454.0,167447.0,33
33,2006.8,I don't know anything,9199.0,9184.0,34
34,2006.8,We MUST meet up more,8836.0,8811.0,35
35,2006.8,When will I grow up?,8671.0,8637.0,36
36,2006.8,Money,8662.0,8581.0,37
37,2006.8,Everyone is racist?,8569.0,8471.0,38
38,2006.8,Am I good?,8526.0,8437.0,39
39,2006.8,What is KPI?,8485.0,8428.0,40
40,2006.8,Getting swole,8430.0,8390.0,41
41,2006.8,Travel,8366.0,8294.0,42
42,2006.8,Brexit,8362.0,8272.0,43
43,2006.8,"Oh no, THIS is grown up",8218.0,8182.0,44
44,2006.8,Hreflang,8213.0,8135.0,45
45,2006.8,Jupyter,8065.0,7989.0,46
0,2006.9,Need a nap,17281450.0,16943593.0,1
1,2006.9,Eugh these clothes,6225758.0,6019179.0,2
2,2006.9,Food/drink,5616630.0,5108194.0,3
3,2006.9,Harry Potter,4880700.0,4078984.0,4
4,2006.9,I know pretty much everything,4372740.0,2331693.0,5
5,2006.9,Why does my skin hate me?,4282470.0,4534439.0,6
6,2006.9,Women (interested),3909150.0,3210662.0,7
7,2006.9,Exams,3782953.0,3618655.0,8
8,2006.9,Not learning languages,3747219.0,3510022.0,9
9,2006.9,Oversized t-shirts,3652782.0,3652747.0,10
10,2006.9,Women (fearful),3151800.0,3581551.0,11
11,2006.9,Using chopsticks,3149068.0,3149007.0,12
12,2006.9,Who the f**k is this?,3104386.0,3104376.0,13
13,2006.9,Chewing,2767749.0,2767649.0,14
14,2006.9,Trampolines,2233454.0,2233445.0,15
15,2006.9,Tying my shoes,2138203.0,2138108.0,16
16,2006.9,Cartoons,2043616.0,2043522.0,17
17,2006.9,Games,2007360.0,1463371.0,18
18,2006.9,Loud noises,1906110.0,1906029.0,19
19,2006.9,Teeth are the worst,1839863.0,1839824.0,20
20,2006.9,The dark?,1551468.0,1551458.0,21
21,2006.9,Bored. I might make noise,1148265.0,1148196.0,22
22,2006.9,I'm going to be sick,1122504.0,1122419.0,23
23,2006.9,RUNNING,936415.0,936383.0,24
24,2006.9,Rap,936360.0,816270.0,25
25,2006.9,What colour is that?,736193.0,736150.0,26
26,2006.9,Have I pooped myself?,704942.0,704878.0,27
27,2006.9,"No, don't carry me there",688163.0,688103.0,28
28,2006.9,Walking,412776.0,412706.0,29
29,2006.9,Bugs,318433.0,318407.0,30
30,2006.9,My toy,307338.0,307245.0,31
31,2006.9,What is that smell?,263826.0,263776.0,32
32,2006.9,Who the frick is this?,167461.0,167454.0,33
33,2006.9,I don't know anything,9291.0,9199.0,34
34,2006.9,We MUST meet up more,8866.0,8836.0,35
35,2006.9,When will I grow up?,8732.0,8671.0,36
36,2006.9,Money,8723.0,8662.0,37
37,2006.9,Everyone is racist?,8633.0,8569.0,38
38,2006.9,What is KPI?,8573.0,8485.0,39
39,2006.9,Am I good?,8554.0,8526.0,40
40,2006.9,Getting swole,8472.0,8430.0,41
41,2006.9,Brexit,8452.0,8362.0,42
42,2006.9,Travel,8403.0,8366.0,43
43,2006.9,"Oh no, THIS is grown up",8243.0,8218.0,44
44,2006.9,Hreflang,8230.0,8213.0,45
45,2006.9,Jupyter,8088.0,8065.0,46
0,2007.0,Need a nap,17418328.0,17281450.0,1
1,2007.0,Eugh these clothes,6225809.0,6225758.0,2
2,2007.0,Harry Potter,4880746.0,4880700.0,3
3,2007.0,I know pretty much everything,4426169.0,4372740.0,4
4,2007.0,Why does my skin hate me?,4282516.0,4282470.0,5
5,2007.0,Exams,3851423.0,3782953.0,6
6,2007.0,Not learning languages,3747307.0,3747219.0,7
7,2007.0,Oversized t-shirts,3652786.0,3652782.0,8
8,2007.0,Women (fearful),3175814.0,3151800.0,9
9,2007.0,Using chopsticks,3149113.0,3149068.0,10
10,2007.0,Who the f**k is this?,3104429.0,3104386.0,11
11,2007.0,Chewing,2767837.0,2767749.0,12
12,2007.0,Trampolines,2233543.0,2233454.0,13
13,2007.0,Tying my shoes,2138245.0,2138203.0,14
14,2007.0,Cartoons,2043650.0,2043616.0,15
15,2007.0,Games,2007388.0,2007360.0,16
16,2007.0,Travel,2007381.0,8403.0,17
17,2007.0,Loud noises,1906158.0,1906110.0,18
18,2007.0,The dark?,1551477.0,1551468.0,19
19,2007.0,Bored. I might make noise,1148351.0,1148265.0,20
20,2007.0,RUNNING,936498.0,936415.0,21
21,2007.0,Rap,936460.0,936360.0,22
22,2007.0,What colour is that?,736195.0,736193.0,23
23,2007.0,Have I pooped myself?,705033.0,704942.0,24
24,2007.0,"No, don't carry me there",688185.0,688163.0,25
25,2007.0,Walking,412841.0,412776.0,26
26,2007.0,Bugs,318498.0,318433.0,27
27,2007.0,My toy,307425.0,307338.0,28
28,2007.0,What is that smell?,263863.0,263826.0,29
29,2007.0,Who the frick is this?,167555.0,167461.0,30
30,2007.0,I don't know anything,9354.0,9291.0,31
31,2007.0,We MUST meet up more,8883.0,8866.0,32
32,2007.0,Money,8793.0,8723.0,33
33,2007.0,When will I grow up?,8762.0,8732.0,34
34,2007.0,Everyone is racist?,8721.0,8633.0,35
35,2007.0,What is KPI?,8669.0,8573.0,36
36,2007.0,Getting swole,8568.0,8472.0,37
37,2007.0,Brexit,8481.0,8452.0,38
38,2007.0,"Oh no, THIS is grown up",8286.0,8243.0,39
39,2007.0,Hreflang,8246.0,8230.0,40
40,2007.0,Jupyter,8136.0,8088.0,41
41,2007.0,Am I good?,0.0,8554.0,42
42,2007.0,Teeth are the worst,0.0,1839863.0,43
43,2007.0,I'm going to be sick,0.0,1122504.0,44
44,2007.0,Food/drink,0.0,5616630.0,45
45,2007.0,Women (interested),0.0,3909150.0,46
0,2007.1,Need a nap,17535343.0,17418328.0,1
1,2007.1,Eugh these clothes,6225817.0,6225809.0,2
2,2007.1,Harry Potter,4880769.0,4880746.0,3
3,2007.1,I know pretty much everything,4473693.0,4426169.0,4
4,2007.1,Why does my skin hate me?,4282929.0,4282516.0,5
5,2007.1,Exams,3936785.0,3851423.0,6
6,2007.1,Not learning languages,3747346.0,3747307.0,7
7,2007.1,Oversized t-shirts,3652863.0,3652786.0,8
8,2007.1,Women (fearful),3202703.0,3175814.0,9
9,2007.1,Using chopsticks,3149160.0,3149113.0,10
10,2007.1,Who the f**k is this?,3104436.0,3104429.0,11
11,2007.1,Chewing,2767841.0,2767837.0,12
12,2007.1,Trampolines,2233636.0,2233543.0,13
13,2007.1,Tying my shoes,2138289.0,2138245.0,14
14,2007.1,Cartoons,2043733.0,2043650.0,15
15,2007.1,Games,2007446.0,2007388.0,16
16,2007.1,Travel,2007422.0,2007381.0,17
17,2007.1,Loud noises,1906206.0,1906158.0,18
18,2007.1,The dark?,1551565.0,1551477.0,19
19,2007.1,Bored. I might make noise,1148357.0,1148351.0,20
20,2007.1,RUNNING,936520.0,936498.0,21
21,2007.1,Rap,936486.0,936460.0,22
22,2007.1,What colour is that?,736203.0,736195.0,23
23,2007.1,Have I pooped myself?,705050.0,705033.0,24
24,2007.1,"No, don't carry me there",688278.0,688185.0,25
25,2007.1,Walking,412903.0,412841.0,26
26,2007.1,Bugs,318498.0,318498.0,27
27,2007.1,My toy,307514.0,307425.0,28
28,2007.1,What is that smell?,263890.0,263863.0,29
29,2007.1,Who the frick is this?,167567.0,167555.0,30
30,2007.1,I don't know anything,9418.0,9354.0,31
31,2007.1,We MUST meet up more,8953.0,8883.0,32
32,2007.1,Money,8891.0,8793.0,33
33,2007.1,When will I grow up?,8846.0,8762.0,34
34,2007.1,Everyone is racist?,8735.0,8721.0,35
35,2007.1,What is KPI?,8704.0,8669.0,36
36,2007.1,Getting swole,8633.0,8568.0,37
37,2007.1,Brexit,8564.0,8481.0,38
38,2007.1,"Oh no, THIS is grown up",8354.0,8286.0,39
39,2007.1,Hreflang,8316.0,8246.0,40
40,2007.1,Jupyter,8179.0,8136.0,41
41,2007.1,Am I good?,0.0,0.0,42
42,2007.1,Teeth are the worst,0.0,0.0,43
43,2007.1,I'm going to be sick,0.0,0.0,44
44,2007.1,Food/drink,0.0,0.0,45
45,2007.1,Women (interested),0.0,0.0,46
0,2007.2,Need a nap,17768921.0,17535343.0,1
1,2007.2,Eugh these clothes,6225870.0,6225817.0,2
2,2007.2,Harry Potter,4880821.0,4880769.0,3
3,2007.2,I know pretty much everything,4606257.0,4473693.0,4
4,2007.2,Why does my skin hate me?,4329370.0,4282929.0,5
5,2007.2,Exams,4078025.0,3936785.0,6
6,2007.2,Not learning languages,3747382.0,3747346.0,7
7,2007.2,Oversized t-shirts,3652911.0,3652863.0,8
8,2007.2,Women (fearful),3286492.0,3202703.0,9
9,2007.2,Using chopsticks,3149208.0,3149160.0,10
10,2007.2,Who the f**k is this?,3104470.0,3104436.0,11
11,2007.2,Chewing,2767868.0,2767841.0,12
12,2007.2,Trampolines,2233637.0,2233636.0,13
13,2007.2,Tying my shoes,2138298.0,2138289.0,14
14,2007.2,Games,2071857.0,2007446.0,15
15,2007.2,Travel,2053863.0,2007422.0,16
16,2007.2,Cartoons,2043761.0,2043733.0,17
17,2007.2,Loud noises,1906246.0,1906206.0,18
18,2007.2,Food/drink,1854214.0,0.0,19
19,2007.2,The dark?,1551613.0,1551565.0,20
20,2007.2,Bored. I might make noise,1148423.0,1148357.0,21
21,2007.2,I'm going to be sick,1054262.0,0.0,22
22,2007.2,Teeth are the worst,1016202.0,0.0,23
23,2007.2,RUNNING,936603.0,936520.0,24
24,2007.2,Rap,936498.0,936486.0,25
25,2007.2,What colour is that?,736225.0,736203.0,26
26,2007.2,Have I pooped myself?,705066.0,705050.0,27
27,2007.2,"No, don't carry me there",688367.0,688278.0,28
28,2007.2,Women (interested),483708.0,0.0,29
29,2007.2,Walking,412968.0,412903.0,30
30,2007.2,Am I good?,408972.0,0.0,31
31,2007.2,Bugs,318502.0,318498.0,32
32,2007.2,My toy,307590.0,307514.0,33
33,2007.2,What is that smell?,263893.0,263890.0,34
34,2007.2,Who the frick is this?,167568.0,167567.0,35
35,2007.2,I don't know anything,9483.0,9418.0,36
36,2007.2,We MUST meet up more,9006.0,8953.0,37
37,2007.2,Money,8913.0,8891.0,38
38,2007.2,When will I grow up?,8877.0,8846.0,39
39,2007.2,Everyone is racist?,8823.0,8735.0,40
40,2007.2,What is KPI?,8771.0,8704.0,41
41,2007.2,Getting swole,8679.0,8633.0,42
42,2007.2,Brexit,8628.0,8564.0,43
43,2007.2,"Oh no, THIS is grown up",8413.0,8354.0,44
44,2007.2,Hreflang,8371.0,8316.0,45
45,2007.2,Jupyter,8267.0,8179.0,46
0,2007.3,Need a nap,17998631.0,17768921.0,1
1,2007.3,Eugh these clothes,6225904.0,6225870.0,2
2,2007.3,Harry Potter,4880846.0,4880821.0,3
3,2007.3,I know pretty much everything,4695735.0,4606257.0,4
4,2007.3,Why does my skin hate me?,4390318.0,4329370.0,5
5,2007.3,Exams,4215861.0,4078025.0,6
6,2007.3,Not learning languages,3747434.0,3747382.0,7
7,2007.3,Oversized t-shirts,3652987.0,3652911.0,8
8,2007.3,Women (fearful),3367266.0,3286492.0,9
9,2007.3,Using chopsticks,3149224.0,3149208.0,10
10,2007.3,Who the f**k is this?,3104485.0,3104470.0,11
11,2007.3,Chewing,2767899.0,2767868.0,12
12,2007.3,Trampolines,2233716.0,2233637.0,13
13,2007.3,Tying my shoes,2138370.0,2138298.0,14
14,2007.3,Travel,2106365.0,2053863.0,15
15,2007.3,Games,2096627.0,2071857.0,16
16,2007.3,Cartoons,2043813.0,2043761.0,17
17,2007.3,Loud noises,1906272.0,1906246.0,18
18,2007.3,Food/drink,1709724.0,1854214.0,19
19,2007.3,The dark?,1551654.0,1551613.0,20
20,2007.3,Bored. I might make noise,1148473.0,1148423.0,21
21,2007.3,RUNNING,936625.0,936603.0,22
22,2007.3,Rap,936530.0,936498.0,23
23,2007.3,I'm going to be sick,831720.0,1054262.0,24
24,2007.3,Teeth are the worst,797964.0,1016202.0,25
25,2007.3,What colour is that?,736239.0,736225.0,26
26,2007.3,Have I pooped myself?,705127.0,705066.0,27
27,2007.3,"No, don't carry me there",688408.0,688367.0,28
28,2007.3,Women (interested),505644.0,483708.0,29
29,2007.3,Am I good?,418992.0,408972.0,30
30,2007.3,Walking,413060.0,412968.0,31
31,2007.3,Bugs,318521.0,318502.0,32
32,2007.3,My toy,307603.0,307590.0,33
33,2007.3,What is that smell?,263952.0,263893.0,34
34,2007.3,Who the frick is this?,167634.0,167568.0,35
35,2007.3,I don't know anything,9539.0,9483.0,36
36,2007.3,We MUST meet up more,9079.0,9006.0,37
37,2007.3,Money,8984.0,8913.0,38
38,2007.3,When will I grow up?,8905.0,8877.0,39
39,2007.3,What is KPI?,8862.0,8771.0,40
40,2007.3,Everyone is racist?,8856.0,8823.0,41
41,2007.3,Getting swole,8695.0,8679.0,42
42,2007.3,Brexit,8654.0,8628.0,43
43,2007.3,"Oh no, THIS is grown up",8432.0,8413.0,44
44,2007.3,Hreflang,8413.0,8371.0,45
45,2007.3,Jupyter,8353.0,8267.0,46
0,2007.4,Need a nap,18212541.0,17998631.0,1
1,2007.4,Eugh these clothes,6225943.0,6225904.0,2
2,2007.4,Harry Potter,4880945.0,4880846.0,3
3,2007.4,I know pretty much everything,4819675.0,4695735.0,4
4,2007.4,Exams,4363622.0,4215861.0,5
5,2007.4,Not learning languages,3747445.0,3747434.0,6
6,2007.4,Oversized t-shirts,3652989.0,3652987.0,7
7,2007.4,Using chopsticks,3149321.0,3149224.0,8
8,2007.4,Who the f**k is this?,3104499.0,3104485.0,9
9,2007.4,Chewing,2767910.0,2767899.0,10
10,2007.4,Food/drink,2503900.0,1709724.0,11
11,2007.4,Women (interested),2265907.0,505644.0,12
12,2007.4,Games,2235999.0,2096627.0,13
13,2007.4,Trampolines,2233762.0,2233716.0,14
14,2007.4,Travel,2224686.0,2106365.0,15
15,2007.4,Am I good?,2216892.0,418992.0,16
16,2007.4,Tying my shoes,2138389.0,2138370.0,17
17,2007.4,Cartoons,2043830.0,2043813.0,18
18,2007.4,Loud noises,1906283.0,1906272.0,19
19,2007.4,I'm going to be sick,1582000.0,831720.0,20
20,2007.4,Teeth are the worst,1564500.0,797964.0,21
21,2007.4,The dark?,1551672.0,1551654.0,22
22,2007.4,Bored. I might make noise,1148475.0,1148473.0,23
23,2007.4,RUNNING,936714.0,936625.0,24
24,2007.4,Rap,936560.0,936530.0,25
25,2007.4,Women (fearful),842800.0,3367266.0,26
26,2007.4,What colour is that?,736339.0,736239.0,27
27,2007.4,Have I pooped myself?,705138.0,705127.0,28
28,2007.4,"No, don't carry me there",688481.0,688408.0,29
29,2007.4,Why does my skin hate me?,473200.0,4390318.0,30
30,2007.4,Walking,413129.0,413060.0,31
31,2007.4,Bugs,318543.0,318521.0,32
32,2007.4,My toy,307668.0,307603.0,33
33,2007.4,What is that smell?,264041.0,263952.0,34
34,2007.4,Who the frick is this?,167674.0,167634.0,35
35,2007.4,I don't know anything,9587.0,9539.0,36
36,2007.4,We MUST meet up more,9132.0,9079.0,37
37,2007.4,Money,9048.0,8984.0,38
38,2007.4,When will I grow up?,8978.0,8905.0,39
39,2007.4,What is KPI?,8959.0,8862.0,40
40,2007.4,Everyone is racist?,8878.0,8856.0,41
41,2007.4,Getting swole,8763.0,8695.0,42
42,2007.4,Brexit,8667.0,8654.0,43
43,2007.4,Hreflang,8461.0,8413.0,44
44,2007.4,"Oh no, THIS is grown up",8441.0,8432.0,45
45,2007.4,Jupyter,8408.0,8353.0,46
0,2007.5,Need a nap,18562803.0,18212541.0,1
1,2007.5,Eugh these clothes,6225975.0,6225943.0,2
2,2007.5,I know pretty much everything,4934799.0,4819675.0,3
3,2007.5,Harry Potter,4880994.0,4880945.0,4
4,2007.5,Not learning languages,3747522.0,3747445.0,5
5,2007.5,Oversized t-shirts,3653047.0,3652989.0,6
6,2007.5,I'm going to be sick,3629296.0,1582000.0,7
7,2007.5,Food/drink,3242800.0,2503900.0,8
8,2007.5,Using chopsticks,3149396.0,3149321.0,9
9,2007.5,Who the f**k is this?,3104567.0,3104499.0,10
10,2007.5,Chewing,2767954.0,2767910.0,11
11,2007.5,Teeth are the worst,2655840.0,1564500.0,12
12,2007.5,Am I good?,2397237.0,2216892.0,13
13,2007.5,Travel,2375131.0,2224686.0,14
14,2007.5,Games,2362763.0,2235999.0,15
15,2007.5,Trampolines,2233832.0,2233762.0,16
16,2007.5,Tying my shoes,2138405.0,2138389.0,17
17,2007.5,Cartoons,2043926.0,2043830.0,18
18,2007.5,Loud noises,1906365.0,1906283.0,19
19,2007.5,Exams,1703680.0,4363622.0,20
20,2007.5,The dark?,1551765.0,1551672.0,21
21,2007.5,Women (fearful),1466080.0,842800.0,22
22,2007.5,Bored. I might make noise,1148566.0,1148475.0,23
23,2007.5,Women (interested),1049840.0,2265907.0,24
24,2007.5,RUNNING,936778.0,936714.0,25
25,2007.5,Rap,936641.0,936560.0,26
26,2007.5,What colour is that?,736361.0,736339.0,27
27,2007.5,Have I pooped myself?,705179.0,705138.0,28
28,2007.5,"No, don't carry me there",688481.0,688481.0,29
29,2007.5,Why does my skin hate me?,540320.0,473200.0,30
30,2007.5,Walking,413198.0,413129.0,31
31,2007.5,Bugs,318557.0,318543.0,32
32,2007.5,My toy,307706.0,307668.0,33
33,2007.5,What is that smell?,264138.0,264041.0,34
34,2007.5,Who the frick is this?,167695.0,167674.0,35
35,2007.5,I don't know anything,9640.0,9587.0,36
36,2007.5,We MUST meet up more,9218.0,9132.0,37
37,2007.5,Money,9136.0,9048.0,38
38,2007.5,When will I grow up?,9076.0,8978.0,39
39,2007.5,What is KPI?,8995.0,8959.0,40
40,2007.5,Everyone is racist?,8923.0,8878.0,41
41,2007.5,Getting swole,8816.0,8763.0,42
42,2007.5,Brexit,8752.0,8667.0,43
43,2007.5,Hreflang,8549.0,8461.0,44
44,2007.5,Jupyter,8508.0,8408.0,45
45,2007.5,"Oh no, THIS is grown up",8493.0,8441.0,46
0,2007.6,Need a nap,18738105.0,18562803.0,1
1,2007.6,Eugh these clothes,6226050.0,6225975.0,2
2,2007.6,I know pretty much everything,5131295.0,4934799.0,3
3,2007.6,Harry Potter,4881009.0,4880994.0,4
4,2007.6,Not learning languages,3747584.0,3747522.0,5
5,2007.6,Oversized t-shirts,3653049.0,3653047.0,6
6,2007.6,Using chopsticks,3149472.0,3149396.0,7
7,2007.6,Who the f**k is this?,3104600.0,3104567.0,8
8,2007.6,Food/drink,2888640.0,3242800.0,9
9,2007.6,Chewing,2767989.0,2767954.0,10
10,2007.6,I'm going to be sick,2739075.0,3629296.0,11
11,2007.6,Travel,2545956.0,2375131.0,12
12,2007.6,Am I good?,2488441.0,2397237.0,13
13,2007.6,Games,2445977.0,2362763.0,14
14,2007.6,Teeth are the worst,2347020.0,2655840.0,15
15,2007.6,Trampolines,2233855.0,2233832.0,16
16,2007.6,Tying my shoes,2138434.0,2138405.0,17
17,2007.6,Cartoons,2043961.0,2043926.0,18
18,2007.6,Exams,1921335.0,1703680.0,19
19,2007.6,Loud noises,1906365.0,1906365.0,20
20,2007.6,Women (interested),1761150.0,1049840.0,21
21,2007.6,The dark?,1551841.0,1551765.0,22
22,2007.6,Women (fearful),1401840.0,1466080.0,23
23,2007.6,Bored. I might make noise,1148614.0,1148566.0,24
24,2007.6,RUNNING,936858.0,936778.0,25
25,2007.6,Rap,936658.0,936641.0,26
26,2007.6,What colour is that?,736426.0,736361.0,27
27,2007.6,Have I pooped myself?,705244.0,705179.0,28
28,2007.6,"No, don't carry me there",688486.0,688481.0,29
29,2007.6,Why does my skin hate me?,547815.0,540320.0,30
30,2007.6,Walking,413205.0,413198.0,31
31,2007.6,Bugs,318601.0,318557.0,32
32,2007.6,My toy,307720.0,307706.0,33
33,2007.6,What is that smell?,264204.0,264138.0,34
34,2007.6,Who the frick is this?,167772.0,167695.0,35
35,2007.6,I don't know anything,9647.0,9640.0,36
36,2007.6,We MUST meet up more,9267.0,9218.0,37
37,2007.6,Money,9168.0,9136.0,38
38,2007.6,When will I grow up?,9112.0,9076.0,39
39,2007.6,What is KPI?,9056.0,8995.0,40
40,2007.6,Everyone is racist?,8978.0,8923.0,41
41,2007.6,Getting swole,8863.0,8816.0,42
42,2007.6,Brexit,8758.0,8752.0,43
43,2007.6,Hreflang,8631.0,8549.0,44
44,2007.6,Jupyter,8571.0,8508.0,45
45,2007.6,"Oh no, THIS is grown up",8565.0,8493.0,46
0,2007.7,Need a nap,18983639.0,18738105.0,1
1,2007.7,Eugh these clothes,6226106.0,6226050.0,2
2,2007.7,Food/drink,5588310.0,2888640.0,3
3,2007.7,I know pretty much everything,5383409.0,5131295.0,4
4,2007.7,Harry Potter,4881030.0,4881009.0,5
5,2007.7,Not learning languages,3747636.0,3747584.0,6
6,2007.7,Exams,3706850.0,1921335.0,7
7,2007.7,Oversized t-shirts,3653129.0,3653049.0,8
8,2007.7,I'm going to be sick,3498768.0,2739075.0,9
9,2007.7,Using chopsticks,3149527.0,3149472.0,10
10,2007.7,Who the f**k is this?,3104616.0,3104600.0,11
11,2007.7,Teeth are the worst,2974202.0,2347020.0,12
12,2007.7,Chewing,2768041.0,2767989.0,13
13,2007.7,Travel,2705477.0,2545956.0,14
14,2007.7,Am I good?,2615943.0,2488441.0,15
15,2007.7,Games,2589298.0,2445977.0,16
16,2007.7,Women (interested),2242800.0,1761150.0,17
17,2007.7,Trampolines,2233929.0,2233855.0,18
18,2007.7,Tying my shoes,2138474.0,2138434.0,19
19,2007.7,Cartoons,2044023.0,2043961.0,20
20,2007.7,Loud noises,1906409.0,1906365.0,21
21,2007.7,The dark?,1551906.0,1551841.0,22
22,2007.7,Women (fearful),1439130.0,1401840.0,23
23,2007.7,Bored. I might make noise,1148641.0,1148614.0,24
24,2007.7,RUNNING,936904.0,936858.0,25
25,2007.7,Rap,936724.0,936658.0,26
26,2007.7,Why does my skin hate me?,803670.0,547815.0,27
27,2007.7,What colour is that?,736473.0,736426.0,28
28,2007.7,Have I pooped myself?,705309.0,705244.0,29
29,2007.7,"No, don't carry me there",688513.0,688486.0,30
30,2007.7,Walking,413290.0,413205.0,31
31,2007.7,Bugs,318682.0,318601.0,32
32,2007.7,My toy,307785.0,307720.0,33
33,2007.7,What is that smell?,264301.0,264204.0,34
34,2007.7,Who the frick is this?,167799.0,167772.0,35
35,2007.7,I don't know anything,9697.0,9647.0,36
36,2007.7,We MUST meet up more,9348.0,9267.0,37
37,2007.7,Money,9219.0,9168.0,38
38,2007.7,When will I grow up?,9125.0,9112.0,39
39,2007.7,What is KPI?,9056.0,9056.0,40
40,2007.7,Everyone is racist?,8980.0,8978.0,41
41,2007.7,Getting swole,8896.0,8863.0,42
42,2007.7,Brexit,8844.0,8758.0,43
43,2007.7,Jupyter,8663.0,8571.0,44
44,2007.7,Hreflang,8663.0,8631.0,45
45,2007.7,"Oh no, THIS is grown up",8573.0,8565.0,46
0,2007.8,Need a nap,19410405.0,18983639.0,1
1,2007.8,Food/drink,6677237.0,5588310.0,2
2,2007.8,Eugh these clothes,6226185.0,6226106.0,3
3,2007.8,Harry Potter,4881099.0,4881030.0,4
4,2007.8,Exams,4743858.0,3706850.0,5
5,2007.8,Teeth are the worst,3809120.0,2974202.0,6
6,2007.8,Not learning languages,3747700.0,3747636.0,7
7,2007.8,Oversized t-shirts,3653207.0,3653129.0,8
8,2007.8,Using chopsticks,3149622.0,3149527.0,9
9,2007.8,Who the f**k is this?,3104696.0,3104616.0,10
10,2007.8,I know pretty much everything,3043537.0,5383409.0,11
11,2007.8,I'm going to be sick,3033513.0,3498768.0,12
12,2007.8,Travel,2810808.0,2705477.0,13
13,2007.8,Women (interested),2791232.0,2242800.0,14
14,2007.8,Am I good?,2784629.0,2615943.0,15
15,2007.8,Chewing,2768076.0,2768041.0,16
16,2007.8,Games,2653262.0,2589298.0,17
17,2007.8,Trampolines,2233940.0,2233929.0,18
18,2007.8,Tying my shoes,2138567.0,2138474.0,19
19,2007.8,Cartoons,2044053.0,2044023.0,20
20,2007.8,Loud noises,1906448.0,1906409.0,21
21,2007.8,The dark?,1551955.0,1551906.0,22
22,2007.8,Women (fearful),1157772.0,1439130.0,23
23,2007.8,Bored. I might make noise,1148656.0,1148641.0,24
24,2007.8,RUNNING,936954.0,936904.0,25
25,2007.8,Rap,936736.0,936724.0,26
26,2007.8,What colour is that?,736523.0,736473.0,27
27,2007.8,Have I pooped myself?,705405.0,705309.0,28
28,2007.8,"No, don't carry me there",688604.0,688513.0,29
29,2007.8,Why does my skin hate me?,586404.0,803670.0,30
30,2007.8,Walking,413339.0,413290.0,31
31,2007.8,Bugs,318703.0,318682.0,32
32,2007.8,My toy,307827.0,307785.0,33
33,2007.8,What is that smell?,264343.0,264301.0,34
34,2007.8,Who the frick is this?,167883.0,167799.0,35
35,2007.8,I don't know anything,9740.0,9697.0,36
36,2007.8,We MUST meet up more,9439.0,9348.0,37
37,2007.8,Money,9288.0,9219.0,38
38,2007.8,When will I grow up?,9177.0,9125.0,39
39,2007.8,What is KPI?,9071.0,9056.0,40
40,2007.8,Everyone is racist?,9000.0,8980.0,41
41,2007.8,Getting swole,8938.0,8896.0,42
42,2007.8,Brexit,8865.0,8844.0,43
43,2007.8,Hreflang,8758.0,8663.0,44
44,2007.8,Jupyter,8740.0,8663.0,45
45,2007.8,"Oh no, THIS is grown up",8578.0,8573.0,46
0,2007.9,Need a nap,19892301.0,19410405.0,1
1,2007.9,Food/drink,8221500.0,6677237.0,2
2,2007.9,Eugh these clothes,6226223.0,6226185.0,3
3,2007.9,I'm going to be sick,5979420.0,3033513.0,4
